id_lagosta,ano,mes,mes_nome,data_amostragem,sitio,sexo,comprimento_cefalotorax_mm,armadilha,substrato,temperatura_c,salinidade,oxigenio_dissolvido_mg_l,oxigenio_saturacao_pct,ph,profundidade_m,coordenadas,maturidade_reprodutiva
LN0184,2024,9,setembro,2024-09-28,SWB,M,44.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0185,2024,9,setembro,2024-09-28,SWB,M,41.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0186,2024,9,setembro,2024-09-28,SWB,M,36.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0187,2024,9,setembro,2024-09-28,SWB,F,39.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0188,2024,9,setembro,2024-09-28,SWB,F,44.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0189,2024,9,setembro,2024-09-28,SWB,F,31.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0190,2024,9,setembro,2024-09-28,SWB,F,44.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0191,2024,9,setembro,2024-09-28,SWB,M,34.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0192,2024,9,setembro,2024-09-28,SWB,M,37.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0193,2024,9,setembro,2024-09-28,SWB,M,39.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0194,2024,9,setembro,2024-09-28,SWB,F,35.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0195,2024,9,setembro,2024-09-28,SWB,F,38.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0196,2024,9,setembro,2024-09-28,SWB,M,36.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0197,2024,9,setembro,2024-09-28,SWB,F,35.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0198,2024,9,setembro,2024-09-28,SWB,M,40.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0199,2024,9,setembro,2024-09-28,SWB,F,45.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0200,2024,9,setembro,2024-09-28,SWB,F,47.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0201,2024,9,setembro,2024-09-28,SWB,M,46.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0202,2024,9,setembro,2024-09-28,SWB,M,35.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0203,2024,9,setembro,2024-09-28,SWB,M,34.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0204,2024,9,setembro,2024-09-28,SWB,F,37.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0205,2024,9,setembro,2024-09-28,SWB,M,33.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0206,2024,9,setembro,2024-09-28,SWB,M,32.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0207,2024,9,setembro,2024-09-28,SWB,M,36.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0208,2024,9,setembro,2024-09-28,SWB,M,37.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0209,2024,9,setembro,2024-09-28,SWB,M,37.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0210,2024,9,setembro,2024-09-28,SWB,M,33.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0211,2024,9,setembro,2024-09-28,SWB,M,49.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0212,2024,9,setembro,2024-09-28,SWB,F,34.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0213,2024,9,setembro,2024-09-28,SWB,F,30.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0214,2024,9,setembro,2024-09-28,SWB,F,31.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0215,2024,9,setembro,2024-09-28,SWB,M,34.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0216,2024,9,setembro,2024-09-28,SWB,F,36.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0217,2024,9,setembro,2024-09-28,SWB,M,38.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0218,2024,9,setembro,2024-09-28,SWB,F,36.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0219,2024,9,setembro,2024-09-28,SWB,M,45.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0220,2024,9,setembro,2024-09-28,SWB,F,32.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0221,2024,9,setembro,2024-09-28,SWB,M,30.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0222,2024,9,setembro,2024-09-28,SWB,F,40.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0223,2024,9,setembro,2024-09-28,SWB,M,30.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0224,2024,9,setembro,2024-09-28,SWB,F,33.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0225,2024,9,setembro,2024-09-28,SWB,F,33.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0226,2024,9,setembro,2024-09-28,SWB,F,28.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0227,2024,9,setembro,2024-09-28,SWB,M,35.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0228,2024,9,setembro,2024-09-28,SWB,M,31.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0229,2024,9,setembro,2024-09-28,SWB,M,38.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0230,2024,9,setembro,2024-09-28,SWB,F,34.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0231,2024,9,setembro,2024-09-28,SWB,F,43.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0232,2024,9,setembro,2024-09-28,SWB,M,33.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0233,2024,9,setembro,2024-09-28,SWB,M,37.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0234,2024,9,setembro,2024-09-28,SWB,M,37.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0235,2024,9,setembro,2024-09-28,SWB,M,32.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0236,2024,9,setembro,2024-09-28,SWB,M,34.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0237,2024,9,setembro,2024-09-28,SWB,M,32.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0238,2024,9,setembro,2024-09-28,SWB,F,28.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0239,2024,9,setembro,2024-09-28,SWB,M,31.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0240,2024,9,setembro,2024-09-28,SWB,M,32.0,3,In Kelp,11.29,14.595,9.28,96.4,7.86,,"S 26.63570, E 15.10324",
LN0241,2024,10,outubro,2024-10-23,DIAZ,M,50.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",
LN0242,2024,10,outubro,2024-10-23,DIAZ,M,50.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",
LN0243,2024,10,outubro,2024-10-23,DIAZ,F,52.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",
LN0244,2024,10,outubro,2024-10-23,DIAZ,M,49.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",
LN0245,2024,10,outubro,2024-10-23,DIAZ,F,48.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",
LN0246,2024,10,outubro,2024-10-23,DIAZ,M,56.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",
LN0247,2024,10,outubro,2024-10-23,DIAZ,M,50.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",Row Labels
LN0248,2024,10,outubro,2024-10-23,DIAZ,M,56.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",F
LN0249,2024,10,outubro,2024-10-23,DIAZ,M,51.0,1,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S 26.64713, E 15.0843",M
LN0250,2024,10,outubro,2024-10-23,DIAZ,F,56.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",Grand Total
LN0251,2024,10,outubro,2024-10-23,DIAZ,M,58.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",Sum
LN0252,2024,10,outubro,2024-10-23,DIAZ,M,54.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",Average
LN0253,2024,10,outubro,2024-10-23,DIAZ,F,53.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0254,2024,10,outubro,2024-10-23,DIAZ,M,49.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0255,2024,10,outubro,2024-10-23,DIAZ,M,53.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0256,2024,10,outubro,2024-10-23,DIAZ,F,53.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0257,2024,10,outubro,2024-10-23,DIAZ,F,56.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0258,2024,10,outubro,2024-10-23,DIAZ,F,47.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0259,2024,10,outubro,2024-10-23,DIAZ,M,57.0,5,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64708, E15.08719",
LN0260,2024,10,outubro,2024-10-23,DIAZ,M,56.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0261,2024,10,outubro,2024-10-23,DIAZ,M,48.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0262,2024,10,outubro,2024-10-23,DIAZ,F,47.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0263,2024,10,outubro,2024-10-23,DIAZ,M,50.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0264,2024,10,outubro,2024-10-23,DIAZ,M,47.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0265,2024,10,outubro,2024-10-23,DIAZ,F,48.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0266,2024,10,outubro,2024-10-23,DIAZ,M,49.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0267,2024,10,outubro,2024-10-23,DIAZ,F,53.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0268,2024,10,outubro,2024-10-23,DIAZ,M,55.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0269,2024,10,outubro,2024-10-23,DIAZ,M,48.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0270,2024,10,outubro,2024-10-23,DIAZ,M,54.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0271,2024,10,outubro,2024-10-23,DIAZ,M,48.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0272,2024,10,outubro,2024-10-23,DIAZ,M,47.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0273,2024,10,outubro,2024-10-23,DIAZ,F,65.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0274,2024,10,outubro,2024-10-23,DIAZ,F,69.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0275,2024,10,outubro,2024-10-23,DIAZ,M,75.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0276,2024,10,outubro,2024-10-23,DIAZ,M,78.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0277,2024,10,outubro,2024-10-23,DIAZ,M,73.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0278,2024,10,outubro,2024-10-23,DIAZ,M,67.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0279,2024,10,outubro,2024-10-23,DIAZ,M,93.0,3,In kelp / rocky,12.44,32.55,5.99,68.7,8.0,,"S26.64561, E15.08510",
LN0280,2024,10,outubro,2024-10-23,SWB,F,37.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0281,2024,10,outubro,2024-10-23,SWB,M,52.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0282,2024,10,outubro,2024-10-23,SWB,F,33.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0283,2024,10,outubro,2024-10-23,SWB,F,43.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0284,2024,10,outubro,2024-10-23,SWB,F,41.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0285,2024,10,outubro,2024-10-23,SWB,F,42.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0286,2024,10,outubro,2024-10-23,SWB,F,46.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0287,2024,10,outubro,2024-10-23,SWB,F,48.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0288,2024,10,outubro,2024-10-23,SWB,M,43.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0289,2024,10,outubro,2024-10-23,SWB,M,47.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",Row Labels
LN0290,2024,10,outubro,2024-10-23,SWB,F,48.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",F
LN0291,2024,10,outubro,2024-10-23,SWB,M,42.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",M
LN0292,2024,10,outubro,2024-10-23,SWB,M,50.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",Grand Total
LN0293,2024,10,outubro,2024-10-23,SWB,F,44.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0294,2024,10,outubro,2024-10-23,SWB,F,37.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",Sum
LN0295,2024,10,outubro,2024-10-23,SWB,M,48.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",Average
LN0296,2024,10,outubro,2024-10-23,SWB,M,40.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0297,2024,10,outubro,2024-10-23,SWB,M,40.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0298,2024,10,outubro,2024-10-23,SWB,M,48.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0299,2024,10,outubro,2024-10-23,SWB,F,36.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0300,2024,10,outubro,2024-10-23,SWB,M,42.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0301,2024,10,outubro,2024-10-23,SWB,M,43.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0302,2024,10,outubro,2024-10-23,SWB,M,38.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0303,2024,10,outubro,2024-10-23,SWB,M,40.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0304,2024,10,outubro,2024-10-23,SWB,F,45.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0305,2024,10,outubro,2024-10-23,SWB,F,44.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0306,2024,10,outubro,2024-10-23,SWB,F,46.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0307,2024,10,outubro,2024-10-23,SWB,F,37.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0308,2024,10,outubro,2024-10-23,SWB,M,44.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0309,2024,10,outubro,2024-10-23,SWB,F,46.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0310,2024,10,outubro,2024-10-23,SWB,F,37.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0311,2024,10,outubro,2024-10-23,SWB,F,41.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0312,2024,10,outubro,2024-10-23,SWB,M,40.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0313,2024,10,outubro,2024-10-23,SWB,M,49.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0314,2024,10,outubro,2024-10-23,SWB,F,45.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0315,2024,10,outubro,2024-10-23,SWB,F,42.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0316,2024,10,outubro,2024-10-23,SWB,F,38.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0317,2024,10,outubro,2024-10-23,SWB,F,37.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0318,2024,10,outubro,2024-10-23,SWB,M,34.0,6,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0319,2024,10,outubro,2024-10-23,SWB,F,31.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0320,2024,10,outubro,2024-10-23,SWB,M,33.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0321,2024,10,outubro,2024-10-23,SWB,F,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0322,2024,10,outubro,2024-10-23,SWB,F,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0323,2024,10,outubro,2024-10-23,SWB,M,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0324,2024,10,outubro,2024-10-23,SWB,F,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0325,2024,10,outubro,2024-10-23,SWB,F,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0326,2024,10,outubro,2024-10-23,SWB,F,38.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0327,2024,10,outubro,2024-10-23,SWB,F,35.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0328,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0329,2024,10,outubro,2024-10-23,SWB,F,43.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0330,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0331,2024,10,outubro,2024-10-23,SWB,F,36.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0332,2024,10,outubro,2024-10-23,SWB,F,31.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0333,2024,10,outubro,2024-10-23,SWB,M,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0334,2024,10,outubro,2024-10-23,SWB,F,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0335,2024,10,outubro,2024-10-23,SWB,F,31.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0336,2024,10,outubro,2024-10-23,SWB,F,32.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0337,2024,10,outubro,2024-10-23,SWB,F,45.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0338,2024,10,outubro,2024-10-23,SWB,F,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0339,2024,10,outubro,2024-10-23,SWB,M,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0340,2024,10,outubro,2024-10-23,SWB,M,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0341,2024,10,outubro,2024-10-23,SWB,F,48.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0342,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0343,2024,10,outubro,2024-10-23,SWB,F,39.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0344,2024,10,outubro,2024-10-23,SWB,M,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0345,2024,10,outubro,2024-10-23,SWB,M,34.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0346,2024,10,outubro,2024-10-23,SWB,F,52.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0347,2024,10,outubro,2024-10-23,SWB,M,36.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0348,2024,10,outubro,2024-10-23,SWB,M,42.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0349,2024,10,outubro,2024-10-23,SWB,F,37.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0350,2024,10,outubro,2024-10-23,SWB,F,40.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0351,2024,10,outubro,2024-10-23,SWB,M,46.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0352,2024,10,outubro,2024-10-23,SWB,M,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0353,2024,10,outubro,2024-10-23,SWB,F,35.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0354,2024,10,outubro,2024-10-23,SWB,F,35.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0355,2024,10,outubro,2024-10-23,SWB,F,33.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
LN0356,2024,10,outubro,2024-10-23,SWB,M,41.0,2,"Near kelp, BB, sandy",11.7,19.29,4.14,43.0,7.94,,"S26.6370, E 15.10693",
